latitude,longitude,time,call_duration,call_type,respTime
-1.56932802,0.721628777,0.118095017,1.187266803,3,8.85
1.187769824,-0.373695027,0.144996148,-1.117367752,0,3.266666667
0.636488153,0.636858467,0.149537897,-0.366133284,0,3.966666667
0.79741647,-0.911357633,0.148009424,0.716153662,0,13.28333333
1.02448472,0.568447493,0.151939784,-0.404331647,1,4.875
0.347231925,-3.030081713,0.155739132,-0.073279169,0,3.258333333
-0.355892821,-0.065412007,0.163163146,-0.327934921,0,2.966666667
0.835098378,0.86721375,0.16019354,0.945343838,0,14.23333333
0.631661044,0.47616385,0.162988463,0.423299547,1,4.683333334
1.540182302,0.438336406,0.177967502,0.550627423,0,13.2
0.127100407,-0.242230856,0.18504215,-0.799048062,0,2.177777778
-0.318997269,-0.054328504,0.186264929,-0.44253001,0,1.683333333
1.390383735,-0.218946903,0.197750314,1.492853705,0,4.208333334
-0.379162374,-0.417973031,0.218755905,-0.12421032,0,5.55
0.555850636,-0.615324978,0.236966574,-1.117367752,0,14.61666667
0.77933611,0.124015359,0.24653045,-1.117367752,0,10.11666667
0.666405684,0.469782013,0.253779781,0.652489724,0,11.35
0.460919669,0.283361527,0.256006985,1.594716006,0,15.3
1.581880319,0.138121311,0.290157446,0.270506096,0,4.8
0.363076551,0.439479078,0.297756143,-0.073279169,0,18.46666667
1.086582497,-0.225102889,0.304175731,2.065829147,0,5.658333334
0.583342559,0.160136841,0.329723071,0.499696273,0,10
0.336592155,0.276050208,0.333697102,0.792550387,0,5.075
0.620421854,0.120848807,0.340029349,-0.391598859,0,5.166666667
0.574939959,0.356732445,0.34928753,0.436032335,1,4.466666667
-0.196956434,-2.12317872,0.363305814,-1.117367752,0,6.327777778
0.445654808,0.023277793,0.362869108,1.047206139,3,3.366666667
-0.677324147,0.686029867,0.383044956,-1.117367752,0,14.31666667
-1.648708227,1.016992977,0.381472812,-0.49346116,0,18.23333333
0.479547952,0.448125069,0.395622108,-1.117367752,0,1.05
1.026453111,0.17590402,0.391735419,0.486963485,0,4.208333334
0.422760346,0.290435093,0.403788523,-1.117367752,0,4.916666667
-0.30792641,-0.423962226,0.418767562,-0.81178085,0,3.533333333
1.294929263,-0.458419084,0.428025743,-1.117367752,0,3.258333333
0.507239648,0.466930191,0.430908007,-0.277003771,0,4.066666667
0.841180638,1.225199459,0.452524988,0.206842158,0,10.46666667
-1.660998559,1.224458574,0.45855154,0.346902821,0,12.96666667
-1.366810698,1.260472391,0.46706732,-0.786315275,0,6.411111111
-0.268602677,0.225970823,0.480255862,1.021740564,0,5.85
0.716977525,0.165306157,0.495671607,-1.117367752,0,6.35
-2.259417323,-0.724395256,0.51025761,0.486963485,0,8.033333333
1.021912764,0.977038434,0.515978468,-0.990039876,0,4.283333334
-0.206653997,0.13751439,0.523882858,-0.633521824,0,1.333333334
0.599461395,-0.623237907,0.521568313,2.053096359,0,18.45
0.631661044,0.47616385,0.52593538,1.41645698,0,13.29166667
0.716977525,0.165306157,0.536110645,0.51242906,0,11.45
0.672534493,-0.088001758,0.566898466,-1.117367752,2,2.116666667
0.364388521,0.230511707,0.573492737,-1.117367752,0,3.125
0.716977525,0.165306157,0.573143371,1.250930741,0,3.95
0.599461395,-0.623237907,0.602446389,0.257773308,0,4.1
0.367190895,-0.235922471,0.627862717,1.276396316,0,4.016666667
-0.323241046,-0.118448791,0.635374072,-0.200607045,0,3.383333334
0.319285476,1.139760788,0.630744981,2.893460341,0,4.333333333
0.094522265,0.239934773,0.674852356,-0.17514147,0,11.66666667
0.091695271,-0.496918148,0.68891431,0.041315919,0,4.305555555
0.359362637,0.930834226,0.707037637,-0.251538196,0,3.1
0.323851382,1.053067734,0.736296985,-1.117367752,0,17
0.723345386,0.429443325,0.737563434,-0.7608497,2,2.891666667
0.31052118,-0.081577159,0.746646933,-1.117367752,2,3.683333333
0.640433913,0.539455354,0.743589986,-0.111477532,0,11.5
0.919841174,0.228123914,0.760141169,0.14317822,0,2.191666667
0.220970897,-3.19001221,0.755337396,2.384148837,0,16.46666667
0.151799009,0.075398119,0.787653689,-1.117367752,0,8.416666667
-0.743803346,-0.340629022,0.796082128,-0.009615231,0,3.741666667
-0.642668977,-0.564918777,0.802545387,0.245040521,0,4.108333333
-2.089879585,0.997794982,0.804772591,2.498743925,0,5.375
-1.310979274,1.331208551,0.813899761,1.569250431,0,7.058333332
-1.98667786,0.837803534,0.81975163,0.436032335,0,10.825
-1.678471565,-0.256689169,0.828005386,-1.117367752,0,21.4
-0.798832343,1.298633147,0.832503465,0.295971671,0,6.905555557
0.701577328,0.563313548,0.836040789,-0.429797222,0,4.091666667
0.841042009,0.860648828,0.838005969,-0.506193948,0,9.016666667
0.673456568,-0.904255674,0.832940172,1.632914369,0,5.075
0.009005783,-0.711293652,0.839971149,0.14317822,0,4.233333333
-2.295789623,-0.713247359,0.84464391,-1.117367752,0,13.3
0.336959334,0.525417079,0.843814168,-0.417064435,0,4.758333333
1.553368093,0.500941845,0.843508473,-0.277003771,0,4.491666667
0.601983996,0.550533537,0.842329365,0.219574945,0,17.33333333
0.562310656,0.137559663,0.844556569,0.359635609,0,3.741666666
1.076179778,0.741183601,0.851369193,-1.117367752,0,13.95
0.75759311,-0.066341247,0.850102744,-0.277003771,0,6.383333333
0.021594166,-0.08335275,0.862636225,-0.391598859,0,12.9
0.548690955,-1.427526454,0.876348815,-1.117367752,0,24.71666667
1.045522458,-0.670364529,0.880977906,-1.117367752,0,12.26666667
0.43965448,0.408437466,0.88189499,0.232307733,0,8.583333333
-0.1274456,-0.222670123,0.897965795,0.690688086,0,2.741666667
0.883408367,0.923435757,0.904778419,0.372368397,0,6.741666667
-0.208497646,0.831017044,0.913818248,-0.7608497,0,3.141666667
-0.209918834,0.087350618,0.911984079,0.041315919,0,4.275
-1.779200362,0.023376653,0.939321917,-1.117367752,0,13.31666667
-0.994658144,-2.325989831,0.938885211,-0.44253001,0,6.516666667
0.809923035,1.164646137,0.938361163,0.206842158,1,4.216666667
0.775955525,0.64431006,0.939190905,0.728886449,0,11.53333333
1.165824192,0.90386099,0.938055468,1.594716006,0,13.43333333
0.691433058,-0.670947441,0.950807303,-1.117367752,0,12.11666667
0.30231872,0.265330703,0.964039515,0.054048707,1,2.566666666
-0.212936851,-3.284147985,0.963340784,0.767084812,0,3.033333333
0.507648122,0.582416524,0.969978726,0.219574945,0,8
1.206781754,0.337499319,0.980809051,-1.117367752,0,4.083333334
0.460304256,-0.306965117,0.989848879,-1.117367752,0,7.333333333
-1.620437018,1.381097581,0.99316785,-1.117367752,0,13.85
0.307148941,0.11114048,0.987971041,0.614291361,0,4.041666667
0.613889658,0.509207235,0.99508936,0.117712645,0,14.98333333
-1.96322651,-0.474674464,0.996661504,0.818015962,0,3.791666667
-0.228053853,0.535849284,0.993386204,2.79159804,0,5.433333333
1.036662819,0.111587605,1.026794264,-0.366133284,0,4.1
0.661825474,0.565249966,1.028759444,0.104979857,0,13.51666667
-1.159582483,1.544362827,1.030025893,-0.035080807,0,6.583333333
0.348951038,-2.204821114,1.027012617,1.441922555,0,4.8
-1.543273391,0.714099607,1.038498003,-1.117367752,0,9.9
-2.145610668,1.489297213,1.03570308,0.932611051,0,16.16666667
-1.192991029,-3.181733611,1.04945934,-0.709918549,0,5.483333333
-1.575892197,1.578512552,1.047275807,2.345950474,0,9.841666665
0.5879103,0.159295972,1.062036493,0.436032335,0,2.616666667
-0.858709246,0.319947835,1.079461089,0.283238883,0,3.516666667
0.661824607,0.405629704,1.097540745,2.116760297,0,3.758333334
0.541956523,0.844432793,1.116406474,1.46738813,0,6.166666667
-0.03263127,-0.136235019,1.124092511,0.728886449,0,6.650000002
0.729289741,0.620544756,1.159029045,-1.117367752,0,8.666666667
0.228204846,-0.945340948,1.159422081,-1.117367752,0,15.73333333
0.508593284,-0.410634574,1.157849937,-0.480728373,0,3.516666667
0.647986315,0.765743481,1.168287226,-1.117367752,0,8.366666667
0.507648122,0.582416524,1.176147947,-0.277003771,0,4.55
-1.585597962,-1.083776037,1.180515013,-0.44253001,0,6.45
0.295043792,0.600203434,1.191170656,-1.117367752,0,8.725
0.788599431,0.60720262,1.248597584,0.283238883,0,4.816666667
-0.267216135,0.092370781,1.254536795,-1.117367752,0,19.33333333
0.017551392,-1.045966707,1.256108939,-1.117367752,0,2.558333334
-0.30792641,-0.423962226,1.256458304,-1.117367752,0,3.066666667
0.607198276,0.722268137,1.253794393,-0.187874258,0,1.8
-0.192900467,-2.04032548,1.259689933,-0.557125098,0,8.125000002
-2.207115425,-1.927119464,1.270301905,0.486963485,0,10.5
-0.711278713,1.027267082,1.277594907,-0.888177576,0,3.883333334
-2.143261287,-0.14236349,1.283927154,0.8816799,0,3.016666667
-0.566579065,0.334064396,1.301657445,0.181376583,0,4.766666667
0.31413458,-0.342176061,1.313972573,-1.117367752,0,2.75
0.596401569,0.941617686,1.367338128,0.003117556,0,7.775000002
0.395780194,0.228004996,1.374194423,-1.117367752,0,5.3
1.067174031,1.014996393,1.375417202,0.550627423,0,3.958333334
0.359362637,0.930834226,1.382229826,-0.047813594,0,4.1
1.630109222,0.194896935,1.392536104,0.550627423,0,4.058333333
0.669919875,0.117616072,1.407820837,0.19410937,0,3.191666666
0.640923586,1.116523048,1.436949172,-1.117367752,0,17.31666667
0.841180638,1.225199459,1.434547286,0.117712645,0,16.88333333
0.363661886,0.560076961,1.440180802,-0.17514147,0,4.933333334
0.601983996,0.550533537,1.447037096,0.550627423,0,16.73333333
0.66624934,0.59695647,1.450923786,0.652489724,0,8.6
-1.917948472,-0.023911602,1.457387045,0.550627423,0,13.46666667
0.491556327,-2.581593293,1.455814901,2.027630784,0,25.71666667
1.623341626,0.163405057,1.464068657,0.206842158,0,4.591666667
-0.816011778,0.145770881,1.495380525,-1.117367752,0,19.98333333
-1.517177653,-1.040653112,1.508656408,-1.117367752,0,6.441666667
-0.4308767,0.81817802,1.509005773,1.696578307,1,6.477777778
-0.964845064,-0.842355404,1.517739907,-0.582590673,0,6.95
0.262775314,1.122724323,1.514508278,0.474230697,0,5.716666667
-1.505842543,-0.253105692,1.527391124,1.085404502,0,5.033333334
0.696537422,0.399190028,1.543767625,0.652489724,0,4.633333333
0.32483255,-0.57303407,1.54870241,1.14906844,0,5.4
-1.64678297,1.359415887,1.55717452,-1.117367752,0,13.43333333
0.524136094,0.563452954,1.553593525,-0.009615231,0,4.091666667
-2.171684435,-0.971241769,1.562589682,0.537894635,0,14.41666667
0.533574875,0.504137392,1.591587005,-1.117367752,0,5.85
0.613889658,0.509207235,1.603552768,-0.264270983,0,4.058333333
-1.335535772,-1.764029391,1.608662236,-0.506193948,0,5.608333334
-1.473886883,-0.382144942,1.619972939,0.334170034,0,4.108333334
0.092457499,0.421468327,1.644996232,-1.117367752,3,4.45
1.156619733,1.076907761,1.656525288,1.811173395,0,4.116666667
0.359362637,0.930834226,1.674823298,0.728886449,0,4.875
0.026573998,0.238689262,1.692116882,0.245040521,0,15.18333333
0.656787425,-0.503047124,-2.056966243,-0.289736559,0,2.908333333
-1.474766931,-0.066475973,-2.037183431,-0.353400497,0,3.433333333
-1.670418804,0.76015625,-2.03054549,0.7798176,0,10.65
-0.442874261,0.671014309,-2.031287891,1.301861891,0,4.433333334
0.570373085,0.357579343,-1.991154548,0.486963485,1,4.761111111
0.548629339,1.051777204,-1.97298755,-0.633521824,0,4.9
-1.248054462,-1.91396747,-1.977660311,0.856214325,0,7.1
0.731500661,-1.094972895,-1.967048339,-0.136943107,0,4.075
0.85395807,0.370046387,-1.964952147,0.206842158,1,3.661111111
0.899973779,0.701236762,-1.930583332,0.155911007,0,4.416666667
1.211627108,0.67325285,-1.912940382,-1.117367752,0,2.3
-0.851452002,-1.789261754,-1.917438461,0.46149791,0,5.416666667
-2.023443234,-0.885614589,-1.911673933,0.346902821,0,2.666666667
1.162897627,0.99997724,-1.908398633,0.054048707,0,3
1.435620133,0.38109593,-1.885689886,-1.117367752,0,5.058333334
0.153582453,0.528194221,-1.887524054,1.314594679,0,5.491666667
0.200936096,0.427565974,-1.882982304,0.346902821,0,5.716666667
-0.305441204,0.18437305,-1.872501344,-0.582590673,0,6.233333334
0.142649348,1.333860481,-1.863374175,-1.117367752,0,11.76666667
0.614098834,0.349484072,-1.851583095,0.283238883,0,3.35
-0.243372948,-0.380229849,-1.850316645,0.907145476,0,10.8
0.642534509,0.571509981,-1.808785841,-1.117367752,0,14.18333334
0.437915097,0.645960671,-1.790531502,0.728886449,0,8.783333333
-0.340191536,0.4709598,-1.781185979,0.614291361,0,3.35
0.467527132,-0.11059919,-1.773587283,-1.117367752,3,6.222222223
1.145834037,0.76014682,-1.775290439,0.423299547,0,3.358333334
0.709630447,0.201965897,-1.768696168,1.212732378,0,8.35
0.545474992,0.601928101,-1.755988004,-1.117367752,0,16.78333333
0.333364364,-0.769930213,-1.753717129,4.663317817,0,4.475
1.038564399,1.100231451,-1.735724814,0.334170034,0,10
-0.617662353,-2.676035952,-1.717732499,0.868947113,0,7.688888889
-0.2655726,-0.269469654,-1.706247114,-0.582590673,0,5.125
1.488426227,0.483054958,-1.703452191,-1.117367752,0,6.65
-2.497235852,-1.051542505,-1.679608006,0.46149791,0,17.3
-0.251830266,-1.619062075,-1.625369037,-1.117367752,0,3.783333333
-0.161702593,0.298846861,-1.613228592,1.09813729,0,9.35
-1.550317774,0.202174402,-1.592878061,-1.117367752,0,12.35
-0.653911624,0.072329629,-1.568116793,-1.117367752,0,4.983333333
0.635866227,0.540296509,-1.572483859,1.620181581,0,6.008333333
0.248516014,0.423130783,-1.563880738,0.041315919,0,4.266666667
0.694461224,0.367040752,-1.548421322,-1.117367752,0,8.183333333
0.858507789,0.692553222,-1.546281459,0.627024148,0,10.35833333
1.532028585,0.638499629,-1.535320121,-0.060546382,0,16.53333333
0.400141071,-2.782622119,-1.508025954,0.525161848,0,8.35
-1.744574212,2.062922847,-1.463743897,-0.44253001,0,6.916666667
0.493533333,-2.540409961,-1.428064962,-1.117367752,2,4.311111111
0.701808374,-0.026791021,-1.38928541,-0.200607045,0,6.783333333
-2.385676793,0.365391609,-1.370638035,-0.289736559,0,7.475
0.365029165,0.617610969,-1.353737486,-0.073279169,0,6.325
0.537947838,0.379824341,-1.34937042,1.14906844,0,4.183333333
0.750472947,0.554289557,-1.337710351,-0.569857886,0,4.302380952
0.284859083,-0.826994915,-1.314477556,0.206842158,1,5.3
-2.022510102,-1.967499411,-1.302686476,0.996274989,0,6.708333334
0.184291665,0.408269689,-1.292336528,-1.117367752,0,8.016666667
-0.230011579,1.325969351,-1.28133152,0.525161848,1,4.811111111
0.871517097,-0.412767383,-1.247530423,-0.047813594,0,6.925
0.292922109,0.495255231,-1.238228571,0.601558573,0,8.216666667
0.359362637,0.930834226,-1.186915537,0.028583131,0,4.775
0.981760291,1.030898198,-1.175823187,-1.117367752,0,10.08333333
0.200398025,-2.024157462,-1.149271422,-0.7608497,0,4.827777778
-0.261573499,0.177834911,-1.12887722,-1.117367752,0,9.25
0.961926808,-2.153479027,-1.10533873,-0.429797222,0,18.18333334
-0.179102476,-1.753132887,-1.10857036,1.327327466,2,4.883333333
-0.124797734,0.079836191,-1.063021853,0.19410937,1,4.494444445
0.359362637,0.930834226,-1.062934512,1.913035696,0,10.83333333
-0.384696154,-0.502231855,-1.032845422,0.970809414,0,2.916666667
-2.023443234,-0.885614589,-1.024067618,1.569250431,0,7.266666667
1.053821845,1.062755664,-0.987209575,-0.404331647,0,1.65
-0.538643223,0.244266597,-0.955242646,-1.117367752,0,4.608333334
-0.608451464,-0.266515397,-0.935503505,0.372368397,0,6.9
0.637754016,0.248029273,-0.863927281,1.823906183,0,8.983333333
