10 pop, 1000 gen
# config file
# configuration for neural network
nnet = dict(
    n_inputs = 4,
    n_h_neurons = 4,
    n_h_layers = 2,
    n_outputs = 2
)

# configuration for genetic algorithm
ga = dict(
    prob_xover  = 0.2,
    prob_mut    = 0.2,
    mut_ind     = 0.1
)

gen 	best fitness
0	106380.956305
1	106380.956305
2	106380.956305
3	106380.956305
4	106380.956305
5	106380.956305
6	106380.956305
7	106157.239411
8	101861.767664
9	101861.767664
10	101861.767664
11	101861.767664
12	101861.767664
13	101861.767664
14	101861.767664
15	101861.767664
16	101861.767664
17	100826.947756
18	100826.947756
19	100826.947756
20	100535.685633
21	100535.685633
22	100535.685633
23	100535.685633
24	100535.685633
25	100535.685633
26	100535.685633
27	100535.685633
28	100535.685633
29	100535.685633
30	100535.685633
31	100535.685633
32	100535.685633
33	100535.685633
34	100535.685633
35	100512.024344
36	100512.024344
37	100512.024344
38	100512.024344
39	100512.024344
40	100512.024344
41	100512.024344
42	100512.024344
43	100512.024344
44	100512.024344
45	100512.024344
46	100512.024344
47	100512.024344
48	100480.710607
49	100480.710607
50	100480.710607
51	100480.710607
52	100475.149412
53	100475.149412
54	100475.149412
55	100475.149412
56	100475.149412
57	100475.149412
58	100314.024125
59	100314.024125
60	100314.024125
61	100251.181152
62	100251.181152
63	100251.181152
64	100251.181152
65	100251.181152
66	100251.181152
67	100186.510375
68	100186.510375
69	100186.510375
70	100186.510375
71	100186.510375
72	100186.510375
73	100186.510375
74	100059.125081
75	100059.125081
76	100059.125081
77	100059.125081
78	100059.125081
79	100059.125081
80	100059.125081
81	100059.125081
82	100059.125081
83	100059.125081
84	100059.125081
85	100059.125081
86	100059.125081
87	100059.125081
88	100059.125081
89	100059.125081
90	100059.125081
91	100059.125081
92	100059.125081
93	100059.125081
94	100059.125081
95	100059.125081
96	100059.125081
97	100059.125081
98	100059.125081
99	100059.125081
100	100059.125081
101	100059.125081
102	99995.5642258
103	99995.5642258
104	99995.5642258
105	99995.5642258
106	99995.5642258
107	99995.5642258
108	99995.5642258
109	99995.5642258
110	99995.5642258
111	99995.5642258
112	99995.5642258
113	99995.5642258
114	99995.5642258
115	99995.5642258
116	99995.5642258
117	99995.5642258
118	99995.5642258
119	99995.5642258
120	99995.5642258
121	99995.5642258
122	99995.5642258
123	99995.5642258
124	99995.5642258
125	99995.5642258
126	99995.5642258
127	99995.5642258
128	99995.5642258
129	99995.5642258
130	99995.5642258
131	99995.5642258
132	99995.5642258
133	99995.5642258
134	99995.5642258
135	99995.5642258
136	99995.5642258
137	99995.5642258
138	99995.5642258
139	99995.5642258
140	99995.5642258
141	99986.5457317
142	99986.5457317
143	99986.5457317
144	99965.533944
145	99965.533944
146	99965.533944
147	99928.9944196
148	99928.9944196
149	99928.9944196
150	99928.9944196
151	99928.9944196
152	99928.9944196
153	99928.9944196
154	99928.9944196
155	99928.9944196
156	99928.9944196
157	99928.9944196
158	99928.9944196
159	99928.9944196
160	99928.9944196
161	99928.9944196
162	99928.9944196
163	99928.9944196
164	99928.9944196
165	99928.9944196
166	99928.9944196
167	99928.9944196
168	99928.9944196
169	99928.9944196
170	99928.9944196
171	99928.9944196
172	99928.9944196
173	99928.9944196
174	99928.9944196
175	99928.9944196
176	99928.9944196
177	99928.9944196
178	99928.9944196
179	99928.9944196
180	99928.9944196
181	99903.3622377
182	99903.3622377
183	99898.3764924
184	99898.3764924
185	99859.8090644
186	99859.8090644
187	99859.8090644
188	99859.8090644
189	99859.8090644
190	99859.8090644
191	99859.8090644
192	99859.8090644
193	99843.9395046
194	99843.9395046
195	99843.9395046
196	99843.9395046
197	99843.9395046
198	99843.9395046
199	99843.9395046
200	99843.9395046
201	99795.7503383
202	99773.8252937
203	99773.8252937
204	99773.8252937
205	99773.8252937
206	99773.8252937
207	99773.8252937
208	99773.8252937
209	99773.8252937
210	99773.8252937
211	99773.8252937
212	99773.8252937
213	99771.129126
214	99771.129126
215	99771.129126
216	99771.129126
217	99771.129126
218	99771.129126
219	99771.129126
220	99771.129126
221	99771.129126
222	99771.129126
223	99771.129126
224	99771.129126
225	99771.129126
226	99771.129126
227	99771.129126
228	99771.129126
229	99771.129126
230	99771.129126
231	99771.129126
232	99771.129126
233	99771.129126
234	99771.129126
235	99771.129126
236	99771.129126
237	99771.129126
238	99771.129126
239	99771.129126
240	99771.129126
241	99771.129126
242	99771.129126
243	99771.129126
244	99771.129126
245	99771.129126
246	99771.129126
247	99746.3934004
248	99746.3934004
249	99746.3934004
250	99746.3934004
251	99746.3934004
252	99746.3934004
253	99745.2109169
254	99745.2109169
255	99745.2109169
256	99745.2109169
257	99706.9099411
258	99706.9099411
259	99706.9099411
260	99706.9099411
261	99706.9099411
262	99706.9099411
263	99706.9099411
264	99706.9099411
265	99699.1846556
266	99699.1846556
267	99699.1846556
268	99699.1846556
269	99699.1846556
270	99699.1846556
271	99699.1846556
272	99699.1846556
273	99699.1846556
274	99699.1846556
275	99699.1846556
276	99699.1846556
277	99699.1846556
278	99699.1846556
279	99699.1846556
280	99699.1846556
281	99676.5543521
282	99676.5543521
283	99676.5543521
284	99676.5543521
285	99676.5543521
286	99676.5543521
287	99676.5543521
288	99676.5543521
289	99676.5543521
290	99676.5543521
291	99676.5543521
292	99676.5543521
293	99676.5543521
294	99676.5543521
295	99676.5543521
296	99676.5543521
297	99676.5543521
298	99676.5543521
299	99676.5543521
300	99676.5543521
301	99676.5543521
302	99676.5543521
303	99676.5543521
304	99676.5543521
305	99676.5543521
306	99676.5543521
307	99676.5543521
308	99676.5543521
309	99676.5543521
310	99676.5543521
311	99676.5543521
312	99676.5543521
313	99638.2671631
314	99638.2671631
315	99638.2671631
316	99638.2671631
317	99638.2671631
318	99638.2671631
319	99638.2671631
320	99638.2671631
321	99638.2671631
322	99638.2671631
323	99638.2671631
324	99638.2671631
325	99638.2671631
326	99638.2671631
327	99629.7836955
328	99629.7836955
329	99629.7836955
330	99629.7836955
331	99629.7836955
332	99629.7836955
333	99629.7836955
334	99629.7836955
335	99629.7836955
336	99629.7836955
337	99629.7836955
338	99629.7836955
339	99629.7836955
340	99629.7836955
341	99568.9981288
342	99568.9981288
343	99542.8466458
344	99542.8466458
345	99542.8466458
