20 pop, 500 gen
# config file
# configuration for neural network
nnet = dict(
    n_inputs = 4,
    n_h_neurons = 4,
    n_h_layers = 2,
    n_outputs = 2
)

# configuration for genetic algorithm
ga = dict(
    prob_xover  = 0.2,
    prob_mut    = 0.2,
    mut_ind     = 0.1
)

gen 	best fitness
0	113640.966302
1	112511.3025
2	112511.3025
3	106527.717958
4	106527.717958
5	106527.717958
6	106527.717958
7	104706.770904
8	104706.770904
9	104706.770904
10	103002.852631
11	103002.852631
12	102559.412023
13	102535.547289
14	102535.547289
15	101992.745337
16	101436.635019
17	101436.635019
18	101428.329824
19	101428.329824
20	101420.176229
21	101420.176229
22	101420.176229
23	101420.176229
24	101335.031413
25	101097.564168
26	101097.564168
27	101097.564168
28	101097.564168
29	101097.564168
30	101072.828952
31	101072.828952
32	100780.988851
33	100780.988851
34	100727.979307
35	100727.979307
36	100727.979307
37	100714.34389
38	100714.34389
39	100714.34389
40	100515.721829
41	100515.721829
42	100069.02434
43	100069.02434
44	100069.02434
45	100069.02434
46	100069.02434
47	99953.6377526
48	99953.6377526
49	99953.6377526
50	99953.6377526
51	99953.6377526
52	99953.6377526
53	99864.9636203
54	99864.9636203
55	99864.9636203
56	99824.8920968
57	99824.8920968
58	99739.3841167
59	99739.3841167
60	99739.3841167
61	99739.3841167
62	99739.3841167
63	99706.9003532
64	99706.9003532
65	99701.2062201
66	99701.2062201
67	99701.2062201
68	99698.6279227
69	99691.3194388
70	99691.3194388
71	99691.3194388
72	99691.3194388
73	99691.3194388
74	99691.3194388
75	99691.3194388
76	99691.3194388
77	99691.3194388
78	99691.3194388
79	99691.3194388
80	99691.3194388
81	99641.0339842
82	99641.0339842
83	99641.0339842
84	99641.0339842
85	99598.1162762
86	99598.1162762
87	99598.1162762
88	99598.1162762
89	99598.1162762
90	99598.1162762
91	99598.1162762
92	99598.1162762
93	99598.1162762
94	99573.1088373
95	99573.1088373
96	99573.1088373
97	99505.8523167
98	99505.8523167
99	99505.8523167
100	99505.8523167
101	99505.8523167
102	99505.8523167
103	99481.5477592
104	99481.5477592
105	99481.5477592
106	99481.5477592
107	99412.8115546
108	99412.8115546
109	99412.8115546
110	99412.8115546
111	99412.8115546
112	99412.8115546
113	99412.8115546
114	99313.2261173
115	99313.2261173
116	99313.2261173
117	99313.2261173
118	99313.2261173
119	99313.2261173
120	99313.2261173
121	99313.2261173
122	99313.2261173
123	99313.2261173
124	99313.2261173
125	99313.2261173
126	99313.2261173
127	99313.2261173
128	99313.2261173
129	99234.730251
130	99234.730251
131	99234.730251
132	99234.730251
133	99234.730251
134	99234.730251
135	99204.3809908
136	99204.3809908
137	99204.3809908
138	99204.3809908
139	99204.3809908
140	99204.3809908
141	99204.3809908
142	99204.3809908
143	99204.3809908
144	99183.8899242
145	99183.8899242
146	99183.8899242
147	99183.8899242
148	99183.8899242
149	99183.8899242
150	99183.8899242
151	99183.8899242
152	99183.8899242
153	99183.8899242
154	99183.8899242
155	99183.8899242
156	99183.8899242
157	99183.8899242
158	99183.8899242
159	99183.8899242
160	99183.8899242
161	99183.8899242
162	99154.4082248
163	99154.4082248
164	99154.4082248
165	99154.4082248
166	99087.2538182
167	99052.7295665
168	99052.7295665
169	99052.7295665
170	99052.7295665
171	99052.7295665
172	99052.7295665
173	99020.180322
174	99020.180322
175	99020.180322
176	99020.180322
177	99020.180322
178	99020.180322
179	99020.180322
180	99001.2401676
181	99001.2401676
182	99001.2401676
183	99001.2401676
184	99001.2401676
185	99001.2401676
186	99001.2401676
187	99001.2401676
188	99001.2401676
189	99001.2401676
190	99001.2401676
191	99001.2401676
192	99000.6322159
193	99000.6322159
194	98985.6436236
195	98985.6436236
196	98985.6436236
197	98985.6436236
198	98985.6436236
199	98985.6436236
200	98985.6436236
201	98985.6436236
202	98985.5612876
203	98985.5612876
204	98985.5612876
205	98985.5612876
206	98985.5612876
207	98985.5612876
208	98985.5612876
209	98975.4913354
210	98975.4913354
211	98920.578498
212	98920.578498
213	98920.578498
214	98920.578498
