latitude,longitude,time,call_duration,call_type,response_time,,,,,,,,,,,,,,,,,,
37.7903193,-122.4231629,20.07083333,0.95,1,4.033333333,,,,,,,,,,,,,,,,,,
37.77732776,-122.3930886,20.05222222,2.466666667,1,6.116666667,,,,,,,,,,,,,,,,,,
37.75689017,-122.4222293,21.31555556,1.416666667,1,5.783333333,,,,,,,,,,,,,,,,,,
37.80711992,-122.4164279,22.43944444,0.733333333,1,5.966666667,,,,,,,,,,,,,,,,,,
37.78299265,-122.3905285,4.322222222,2.583333333,1,7.716666667,,,,,,,,,,,,,,,,,,
37.75436288,-122.4232161,22.2825,2.016666667,1,6.1,,,,,,,,,,,,,,,,,,
37.7903193,-122.4231629,20.07083333,0.95,1,6.65,,,,,,,,,,,,,,,,,,
