callNum,callType,latitude,longitude,callTime,callDur,respTime
180130033,0,0.7267498259945167,0.7897194574645054,9.083333333333332,3.116666666666669,10.899999999999999
180130049,0,0.6066516262886151,0.6704531429175397,16.099999999999998,0.56666666666667,5.966666666666667
180130055,2,0.4586009099973248,0.6328150482694069,16.883333333333333,2.133333333333333,9.791666666666663
180130058,2,0.5773789707134105,0.6729318699536416,19.983333333333334,0.0,2.3000000000000007
180130060,0,0.610053114331859,0.6926028243196367,18.45,2.3999999999999986,5.116666666666671
180130071,0,0.3710546770487924,0.7738848145681316,24.366666666666667,0.0,10.766666666666662
180130092,0,0.33501139365931604,0.6430930738044099,32.7,0.0,22.016666666666666
180130097,0,0.6066516262886151,0.6704531429175397,33.983333333333334,0.0,6.416666666666671
180130129,0,0.4010454956400279,0.6526246134101403,48.550000000000004,0.0,2.7833333333333363
180130138,0,0.19835151491209033,0.5347923185022393,51.85,0.38333333333333997,6.238888888888883
180130146,0,0.625010598809553,0.689160992417336,54.0,0.8833333333333329,2.6416666666666657
180130153,0,0.0636809354389806,0.4890498343209757,59.43333333333333,0.0,0.0
180130154,0,0.31348109736730884,0.17450869200138142,58.55,1.7333333333333414,11.216666666666697
180130164,0,0.3819613681883761,0.7937896008419694,61.71666666666667,1.5333333333333314,4.50333333333333
180130170,0,0.6288961584861861,0.7984045610365667,63.06666666666666,1.2000000000000028,6.108333333333341
180130175,0,0.4640271445257432,0.7011490046804626,66.20000000000002,0.0,9.733333333333348
180130181,1,0.39554480205635295,0.7937271801715334,66.11666666666667,2.3499999999999943,0.0
180130198,0,0.12350100924785505,0.5738916962549904,77.8,2.049999999999997,3.9722222222222094
180130203,0,0.6066516262886151,0.6704531429175397,80.58333333333333,0.0,4.816666666666663
180130205,0,0.6604180860992752,0.6439695158779953,80.51666666666667,1.5499999999999972,6.799999999999997
180130224,0,0.6513559633074986,0.7084931853119087,89.5,2.5,0.0
180130228,0,0.4845302104677285,0.6332931248447067,90.93333333333334,2.8499999999999943,6.616666666666667
180130235,0,0.7128545769529601,0.7617877619097453,91.43333333333334,4.166666666666671,12.583333333333329
180130241,0,0.5744991828813996,0.7797371276431206,97.46666666666667,1.7166666666666686,10.225000000000009
180130246,0,0.32257575454646026,0.20245498656318842,99.86666666666666,1.2833333333333314,5.4666666666666615
180130255,0,0.6416007282709021,0.7208837338336019,103.38333333333335,0.0,11.733333333333334
180130259,0,0.5876245898558935,0.6920605123826586,104.23333333333333,2.6500000000000057,6.166666666666664
180130265,0,0.21359290867221895,0.8574782388537505,108.06666666666666,1.5833333333333286,7.88333333333334
180130286,0,0.17589358424575272,0.7470884498764685,121.26666666666665,0.0,15.149999999999991
180130287,0,0.6230289790195177,0.7013049826240738,122.41666666666667,0.0,10.383333333333326
180130308,0,0.6111728845374159,0.623796226653909,138.14999999999998,2.150000000000034,4.716666666666669
180130313,0,0.32935328162417904,0.8597679975974581,138.36666666666667,2.7166666666666686,29.0
180130320,2,0.4971772341048355,0.4381492248674978,144.85,0.0,4.083333333333371
180130334,0,0.6124469417464548,0.6292595217429399,148.71666666666667,3.916666666666657,8.366666666666703
180130335,0,0.5974632036573747,0.7799731715216873,151.79999999999998,1.0500000000000114,4.949999999999989
180130352,0,0.6384517293752632,0.602208618807753,158.0,6.183333333333337,14.016666666666637
180130354,0,0.54665000733079,0.5607905017907837,164.5,1.6333333333333258,4.90833333333336
180130355,0,0.6133422132193445,0.6859064164659452,162.5666666666667,3.9333333333333087,5.2333333333333485
180130357,3,0.43984313826837484,0.7357353809605715,164.61666666666667,2.049999999999983,4.250000000000014
180130359,0,0.4965515304840375,0.6443951098275218,165.63333333333333,2.133333333333354,14.550000000000011
180130372,3,0.8281441550259243,1.0000001865192802,172.79999999999998,3.4500000000000455,0.0
180130373,0,0.459198919036806,0.5572925807739335,174.5,2.3666666666666742,4.000000000000028
180130406,0,0.4759950584401117,0.5550235478933556,193.5,1.9333333333333087,5.02500000000002
180130418,0,0.4967480818763497,0.4610101629451631,200.41666666666669,1.3833333333333258,7.550000000000011
180130420,0,0.6298095465194692,0.631567511569934,200.61666666666667,2.5833333333333144,11.483333333333348
180130421,0,0.7497479911756716,0.583591997446578,201.6,2.5333333333333314,3.608333333333377
180130428,0,0.5894058985654195,0.7044797188877662,206.90000000000003,2.9166666666666288,7.2666666666666515
180130437,0,0.5123825044626975,0.43559600996836145,214.4333333333333,2.7333333333333485,6.966666666666669
180130453,0,0.6536019982425466,0.5996716714889694,229.81666666666663,0.0,3.325000000000003
180130470,0,0.5541259001389134,0.6815163891209844,243.35,1.6999999999999886,4.433333333333394
180130472,0,0.45052149784154893,0.6078033520952181,243.66666666666666,2.5833333333333144,4.233333333333377
180130473,0,0.26638320276015226,0.5094371668997445,246.41666666666666,0.0,5.833333333333314
180130474,0,0.27141805586570233,0.2411256682205408,247.85,0.0,6.59999999999998
180130484,0,0.4051714868046453,0.18362852358181908,254.41666666666669,3.5499999999999545,11.100000000000023
180130487,0,0.6531496515176805,0.817497601173223,259.95,0.5166666666667084,6.100000000000023
180130495,1,0.46295557326221776,0.6016476630208554,269.59999999999997,1.8333333333333712,4.5944444444444725
180130499,0,0.625010598809553,0.689160992417336,270.2333333333333,1.966666666666697,8.083333333333371
180130506,0,0.6602832135857151,0.61440902268595,277.0166666666667,1.7666666666665947,5.066666666666663
180130513,2,0.6293433151184276,0.6666536962805252,281.7166666666667,0.5666666666666629,4.552083333333293
180130517,0,0.19549413729216225,0.7260584505699991,287.6333333333333,0.0,7.283333333333417
180130519,3,0.024633237788794574,0.6637114499282842,288.21666666666664,0.0,6.625000000000043
180130525,0,0.16145148181775723,0.5632817182130624,290.54999999999995,0.6666666666666856,8.361111111111086
180130526,0,0.43198804116834055,0.5285615402588281,292.33333333333337,0.0,6.866666666666731
180130529,0,0.2383872595822816,0.6177059950804141,293.46666666666664,0.6333333333333826,7.008333333333297
180130536,0,0.15362779428699194,0.8349485240397744,300.26666666666665,0.08333333333337123,11.816666666666691
180130546,1,0.5548541434429088,0.14605283950381026,312.3666666666667,0.21666666666664014,8.061111111111074
180130554,1,0.4689322778248119,0.5987776561997823,326.45000000000005,1.849999999999966,5.638888888888876
180130577,1,0.6897148285481318,0.7773372666236052,342.4666666666667,1.6333333333333258,4.388888888888914
180130581,0,0.002528462610971132,0.5833603478820816,350.7833333333333,0.0,16.51666666666671
180130586,0,0.6048976773156924,0.6305169123177449,363.3333333333333,0.4333333333333371,2.0166666666667084
180130596,0,0.6619331420817306,0.7640909561032732,372.35,2.0500000000000114,3.8000000000000114
180130597,0,0.535782036265274,0.5852801950843856,373.1166666666667,1.3999999999999773,2.2666666666666515
180130598,0,0.5530491428463693,0.8019052535820774,373.05,1.716666666666697,12.150000000000034
180130600,0,0.5904322609200376,0.5932193938324684,375.3333333333333,0.0,22.449999999999932
180130603,0,0.47173366079838397,0.5647997812943186,381.15,0.0,5.416666666666686
180130607,0,0.5991148242569283,0.7398586580980158,381.5666666666666,1.0333333333333599,14.666666666666686
180130611,0,0.3879906336138861,0.6527252974713408,384.18333333333334,0.7666666666666515,3.849999999999966
180130617,0,0.21104072329052748,0.8534258289503381,385.0666666666667,1.6666666666666288,12.783333333333303
180130619,0,0.5594288354264374,0.6766590851396037,389.45000000000005,1.4499999999999318,4.274999999999977
180130620,0,0.6216885770498359,0.6391009029015499,390.3333333333333,1.6166666666666742,3.566666666666606
180130635,0,0.5925883193494696,0.7011648271733371,403.1333333333334,1.5833333333333144,11.300000000000011
